percent	ang_W	r	phase	choose_angle	delta_1_x_3	delta_2_x_1	delta_3_x_2	delta_3_x_1	delta_1_x_2	delta_2_x_3
91.03	-1.134	51.000	0.000	-1.151	-1.166	1.135	2.300	-3.023	-1.135	1.888
91.72	-1.047	51.000	0.000	-0.963	-0.981	0.946	2.325	3.075	-0.946	1.864
92.41	-0.960	51.000	0.000	-0.965	-0.903	1.026	-1.525	2.997	-1.026	-0.569
93.10	-0.873	51.000	0.000	-0.859	-0.882	0.836	2.302	2.977	-0.836	1.887
93.79	-0.785	51.000	0.000	0.709	-0.784	0.709	2.275	2.878	-0.709	1.914
94.48	-0.698	51.000	0.000	-0.741	-0.741	0.798	-1.467	2.835	-0.798	-0.628
95.17	-0.611	51.000	0.000	-0.641	-0.641	0.579	-1.351	2.736	-0.579	-0.743
95.86	-0.524	51.000	0.000	-0.526	-0.526	0.525	-1.566	2.621	-0.525	-0.528
96.55	-0.436	51.000	0.000	-0.555	-0.555	0.590	-1.578	2.649	-0.590	-0.516
97.24	-0.349	51.000	0.000	-0.331	-0.331	0.043	-1.679	2.425	-0.043	-0.416
97.93	-0.262	51.000	0.000	-0.243	-0.287	0.461	-1.895	2.382	-0.461	-0.199
98.62	-0.175	51.000	0.000	-0.154	-0.114	2.805	-1.900	2.208	-2.805	-0.194
99.31	-0.087	51.000	0.000	-0.117	-0.103	2.965	-1.965	2.198	-2.965	-0.130
100.00	0.000	51.000	0.000	0.053	0.102	2.735	-2.099	1.992	-2.735	0.005
